frame,time_s,board_x,board_y,board_z,gun_x,gun_y,gun_z,nozzle_x,nozzle_y,nozzle_z,robot_x,robot_y,robot_z,ground_target_x,ground_target_y,ground_column_index,ground_row,robot_yaw_deg,active_fastener_index,state,arm_pose,collision_active,contact_force_n,tool_pressure,nails_installed,tool_grasped,robot_label
260,8.6667,-0.1,0.28,1.45,-1.1999999999999997,-0.39574609910836855,1.7414827674897113,-1.1999999999999997,-0.23574609910836855,1.4914827674897113,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
261,8.7,-0.1,0.28,1.45,-1.1999999999999997,-0.3360011574074088,1.7818402777777769,-1.1999999999999997,-0.17600115740740882,1.5318402777777769,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
262,8.7333,-0.1,0.28,1.45,-1.1999999999999997,-0.27392596879286846,1.8237718621399168,-1.1999999999999997,-0.11392596879286845,1.5737718621399168,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
263,8.7667,-0.1,0.28,1.45,-1.2,-0.21107403120713125,1.8662281378600836,-1.2,-0.05107403120713125,1.6162281378600836,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
264,8.8,-0.1,0.28,1.45,-1.2,-0.14899884259259144,1.908159722222223,-1.2,0.011001157407408563,1.658159722222223,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
265,8.8333,-0.1,0.28,1.45,-1.2,-0.08925390089163143,1.9485172325102889,-1.2,0.07074609910836857,1.6985172325102889,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
266,8.8667,-0.1,0.28,1.45,-1.2,-0.03339270404663852,1.986251286008231,-1.2,0.12660729595336148,1.736251286008231,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
267,8.9,-0.1,0.28,1.45,-1.2,0.01703125000000061,2.0203125000000006,-1.2,0.1770312500000006,1.7703125000000006,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
268,8.9333,-0.1,0.28,1.45,-1.2,0.06046446330589894,2.0496514917695476,-1.2,0.22046446330589894,1.7996514917695476,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
269,8.9667,-0.1,0.28,1.45,-1.2,0.09535343792866946,2.073218878600823,-1.2,0.2553534379286695,1.823218878600823,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
270,9.0,-0.1,0.28,1.45,-1.2,0.12014467592592593,2.089965277777778,-1.2,0.28014467592592596,1.839965277777778,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
271,9.0333,-0.1,0.28,1.45,-1.2,0.1332846793552812,2.0988413065843625,-1.2,0.29328467935528124,1.8488413065843625,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,move_to_fastener,working_1,0,0.0,0.25,1,1,AgiBot Genie G2 (official USD)
272,9.0667,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
273,9.1,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
274,9.1333,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
275,9.1667,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
276,9.2,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
277,9.2333,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
278,9.2667,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,press_fastener,press_1,1,120.0,1.0,1,1,AgiBot Genie G2 (official USD)
279,9.3,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
280,9.3333,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
281,9.3667,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
282,9.4,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
283,9.4333,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
284,9.4667,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
285,9.5,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
286,9.5333,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
287,9.5667,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
288,9.6,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
289,9.6333,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
290,9.6667,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
291,9.7,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
292,9.7333,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
293,9.7667,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
294,9.8,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
295,9.8333,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
296,9.8667,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
297,9.9,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
298,9.9333,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
299,9.9667,-0.1,0.28,1.45,-1.2,0.135,2.1,-1.2,0.29500000000000004,1.85,-1.7999999999999998,-0.32,0.04,-1.7999999999999998,-0.32,0,upper,90.0,1,hold_fastener,working_1,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
300,10.0,-0.1,0.28,1.45,-1.1999999999999997,-0.62,1.59,-1.1999999999999997,-0.45999999999999996,1.34,-1.7999999999999998,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
301,10.0333,-0.1,0.28,1.45,-1.192095885973437,-0.62,1.59,-1.192095885973437,-0.45999999999999996,1.34,-1.7920958859734368,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
302,10.0667,-0.1,0.28,1.45,-1.169420149011986,-0.62,1.59,-1.169420149011986,-0.45999999999999996,1.34,-1.7694201490119859,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
303,10.1,-0.1,0.28,1.45,-1.1335276967930032,-0.62,1.59,-1.1335276967930032,-0.45999999999999996,1.34,-1.7335276967930033,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
304,10.1333,-0.1,0.28,1.45,-1.0859734369938456,-0.62,1.59,-1.0859734369938456,-0.45999999999999996,1.34,-1.6859734369938457,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
305,10.1667,-0.1,0.28,1.45,-1.02831227729187,-0.62,1.59,-1.02831227729187,-0.45999999999999996,1.34,-1.6283122772918701,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
306,10.2,-0.1,0.28,1.45,-0.962099125364433,-0.62,1.59,-0.962099125364433,-0.45999999999999996,1.34,-1.562099125364433,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
307,10.2333,-0.1,0.28,1.45,-0.8888888888888907,-0.62,1.59,-0.8888888888888907,-0.45999999999999996,1.34,-1.4888888888888907,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
308,10.2667,-0.1,0.28,1.45,-0.810236475542596,-0.62,1.59,-0.810236475542596,-0.45999999999999996,1.34,-1.410236475542596,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
309,10.3,-0.1,0.28,1.45,-0.7276967930029136,-0.62,1.59,-0.7276967930029136,-0.45999999999999996,1.34,-1.3276967930029135,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
310,10.3333,-0.1,0.28,1.45,-0.6428247489471964,-0.62,1.59,-0.6428247489471964,-0.45999999999999996,1.34,-1.2428247489471964,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
311,10.3667,-0.1,0.28,1.45,-0.5571752510528009,-0.62,1.59,-0.5571752510528009,-0.45999999999999996,1.34,-1.1571752510528008,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
312,10.4,-0.1,0.28,1.45,-0.4723032069970837,-0.62,1.59,-0.4723032069970837,-0.45999999999999996,1.34,-1.0723032069970837,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
313,10.4333,-0.1,0.28,1.45,-0.3897635244574017,-0.62,1.59,-0.3897635244574017,-0.45999999999999996,1.34,-0.9897635244574017,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
314,10.4667,-0.1,0.28,1.45,-0.3111111111111111,-0.62,1.59,-0.3111111111111111,-0.45999999999999996,1.34,-0.9111111111111111,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
315,10.5,-0.1,0.28,1.45,-0.23790087463556864,-0.62,1.59,-0.23790087463556864,-0.45999999999999996,1.34,-0.8379008746355686,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
316,10.5333,-0.1,0.28,1.45,-0.17168772270813137,-0.62,1.59,-0.17168772270813137,-0.45999999999999996,1.34,-0.7716877227081314,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
317,10.5667,-0.1,0.28,1.45,-0.11402656300615532,-0.62,1.59,-0.11402656300615532,-0.45999999999999996,1.34,-0.7140265630061553,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
318,10.6,-0.1,0.28,1.45,-0.06647230320699793,-0.62,1.59,-0.06647230320699793,-0.45999999999999996,1.34,-0.6664723032069979,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
319,10.6333,-0.1,0.28,1.45,-0.030579850988014745,-0.62,1.59,-0.030579850988014745,-0.45999999999999996,1.34,-0.6305798509880147,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
320,10.6667,-0.1,0.28,1.45,-0.007904114026563547,-0.62,1.59,-0.007904114026563547,-0.45999999999999996,1.34,-0.6079041140265635,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
321,10.7,-0.1,0.28,1.45,-1.1102230246251565e-16,-0.62,1.59,-1.1102230246251565e-16,-0.45999999999999996,1.34,-0.6000000000000001,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,walk_to_fastener,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
322,10.7333,-0.1,0.28,1.45,0.0,-0.62,1.59,0.0,-0.45999999999999996,1.34,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,align_tool,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
323,10.7667,-0.1,0.28,1.45,0.0,-0.62,1.59,0.0,-0.45999999999999996,1.34,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,align_tool,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
324,10.8,-0.1,0.28,1.45,0.0,-0.62,1.59,0.0,-0.45999999999999996,1.34,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,align_tool,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
325,10.8333,-0.1,0.28,1.45,0.0,-0.62,1.59,0.0,-0.45999999999999996,1.34,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,align_tool,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
326,10.8667,-0.1,0.28,1.45,0.0,-0.62,1.59,0.0,-0.45999999999999996,1.34,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,align_tool,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
327,10.9,-0.1,0.28,1.45,0.0,-0.62,1.59,0.0,-0.45999999999999996,1.34,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,align_tool,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
328,10.9333,-0.1,0.28,1.45,0.0,-0.62,1.59,0.0,-0.45999999999999996,1.34,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,align_tool,ready,0,0.0,0.0,2,1,AgiBot Genie G2 (official USD)
329,10.9667,-0.1,0.28,1.45,0.0,-0.6182846793552812,1.5895683299039782,0.0,-0.45828467935528117,1.3395683299039782,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
330,11.0,-0.1,0.28,1.45,0.0,-0.6051446759259259,1.5862615740740742,0.0,-0.4451446759259259,1.3362615740740742,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
331,11.0333,-0.1,0.28,1.45,0.0,-0.5803534379286696,1.5800227194787382,0.0,-0.4203534379286695,1.3300227194787382,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
332,11.0667,-0.1,0.28,1.45,0.0,-0.5454644633058987,1.5712427126200275,0.0,-0.3854644633058987,1.3212427126200275,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
333,11.1,-0.1,0.28,1.45,0.0,-0.5020312500000006,1.5603125000000002,0.0,-0.34203125000000056,1.3103125000000002,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
334,11.1333,-0.1,0.28,1.45,0.0,-0.4516072959533615,1.5476230281207135,0.0,-0.29160729595336154,1.2976230281207135,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
335,11.1667,-0.1,0.28,1.45,0.0,-0.39574609910836855,1.5335652434842253,0.0,-0.23574609910836855,1.2835652434842253,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
336,11.2,-0.1,0.28,1.45,0.0,-0.3360011574074088,1.5185300925925929,0.0,-0.17600115740740882,1.2685300925925929,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
337,11.2333,-0.1,0.28,1.45,0.0,-0.27392596879286846,1.5029085219478742,0.0,-0.11392596879286845,1.2529085219478742,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
338,11.2667,-0.1,0.28,1.45,0.0,-0.21107403120713125,1.4870914780521258,0.0,-0.05107403120713125,1.2370914780521258,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
339,11.3,-0.1,0.28,1.45,0.0,-0.14899884259259144,1.4714699074074071,0.0,0.011001157407408563,1.2214699074074071,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
340,11.3333,-0.1,0.28,1.45,0.0,-0.08925390089163143,1.4564347565157747,0.0,0.07074609910836857,1.2064347565157747,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
341,11.3667,-0.1,0.28,1.45,0.0,-0.03339270404663852,1.4423769718792865,0.0,0.12660729595336148,1.1923769718792865,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
342,11.4,-0.1,0.28,1.45,0.0,0.01703125000000061,1.4296874999999998,0.0,0.1770312500000006,1.1796874999999998,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
343,11.4333,-0.1,0.28,1.45,0.0,0.06046446330589894,1.4187572873799723,0.0,0.22046446330589894,1.1687572873799723,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
344,11.4667,-0.1,0.28,1.45,0.0,0.09535343792866946,1.4099772805212618,0.0,0.2553534379286695,1.1599772805212618,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
345,11.5,-0.1,0.28,1.45,0.0,0.12014467592592593,1.4037384259259258,0.0,0.28014467592592596,1.1537384259259258,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
346,11.5333,-0.1,0.28,1.45,0.0,0.1332846793552812,1.4004316700960218,0.0,0.29328467935528124,1.1504316700960218,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,move_to_fastener,working_2,0,0.0,0.25,2,1,AgiBot Genie G2 (official USD)
347,11.5667,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,press_fastener,press_2,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
348,11.6,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,press_fastener,press_2,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
349,11.6333,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,press_fastener,press_2,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
350,11.6667,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,press_fastener,press_2,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
351,11.7,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,press_fastener,press_2,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
352,11.7333,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,press_fastener,press_2,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
353,11.7667,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,press_fastener,press_2,1,120.0,1.0,2,1,AgiBot Genie G2 (official USD)
354,11.8,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,hold_fastener,working_2,1,120.0,1.0,3,1,AgiBot Genie G2 (official USD)
355,11.8333,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,hold_fastener,working_2,1,120.0,1.0,3,1,AgiBot Genie G2 (official USD)
356,11.8667,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,hold_fastener,working_2,1,120.0,1.0,3,1,AgiBot Genie G2 (official USD)
357,11.9,-0.1,0.28,1.45,0.0,0.135,1.4,0.0,0.29500000000000004,1.15,-0.6,-0.32,0.04,-0.6,-0.32,1,lower,90.0,2,hold_fastener,working_2,1,120.0,1.0,3,1,AgiBot Genie G2 (official USD)
